"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","PPP","TOT","NATUSD","A","1960",0.700946,
"AUS","PPP","TOT","NATUSD","A","1961",0.701324,
"AUS","PPP","TOT","NATUSD","A","1962",0.68799,
"AUS","PPP","TOT","NATUSD","A","1963",0.698321,
"AUS","PPP","TOT","NATUSD","A","1964",0.708346,
"AUS","PPP","TOT","NATUSD","A","1965",0.705945,
"AUS","PPP","TOT","NATUSD","A","1966",0.70894,
"AUS","PPP","TOT","NATUSD","A","1967",0.711321,
"AUS","PPP","TOT","NATUSD","A","1968",0.70353,
"AUS","PPP","TOT","NATUSD","A","1969",0.70688,
"AUS","PPP","TOT","NATUSD","A","1970",0.685304,
"AUS","PPP","TOT","NATUSD","A","1971",0.693976,
"AUS","PPP","TOT","NATUSD","A","1972",0.713033,
"AUS","PPP","TOT","NATUSD","A","1973",0.764901,
"AUS","PPP","TOT","NATUSD","A","1974",0.824775,
"AUS","PPP","TOT","NATUSD","A","1975",0.859857,
"AUS","PPP","TOT","NATUSD","A","1976",0.921752,
"AUS","PPP","TOT","NATUSD","A","1977",0.95194,
"AUS","PPP","TOT","NATUSD","A","1978",0.962011,
"AUS","PPP","TOT","NATUSD","A","1979",0.974799,
"AUS","PPP","TOT","NATUSD","A","1980",0.981948,
"AUS","PPP","TOT","NATUSD","A","1981",0.985572,
"AUS","PPP","TOT","NATUSD","A","1982",1.04048,
"AUS","PPP","TOT","NATUSD","A","1983",1.086089,
"AUS","PPP","TOT","NATUSD","A","1984",1.110703,
"AUS","PPP","TOT","NATUSD","A","1985",1.138374,
"AUS","PPP","TOT","NATUSD","A","1986",1.193069,
"AUS","PPP","TOT","NATUSD","A","1987",1.243157,
"AUS","PPP","TOT","NATUSD","A","1988",1.300465,
"AUS","PPP","TOT","NATUSD","A","1989",1.349535,
"AUS","PPP","TOT","NATUSD","A","1990",1.364415,
"AUS","PPP","TOT","NATUSD","A","1991",1.347277,
"AUS","PPP","TOT","NATUSD","A","1992",1.32667,
"AUS","PPP","TOT","NATUSD","A","1993",1.31089,
"AUS","PPP","TOT","NATUSD","A","1994",1.299225,
"AUS","PPP","TOT","NATUSD","A","1995",1.308996,
"AUS","PPP","TOT","NATUSD","A","1996",1.311426,
"AUS","PPP","TOT","NATUSD","A","1997",1.306627,
"AUS","PPP","TOT","NATUSD","A","1998",1.298972,
"AUS","PPP","TOT","NATUSD","A","1999",1.29695,
"AUS","PPP","TOT","NATUSD","A","2000",1.31208,
"AUS","PPP","TOT","NATUSD","A","2001",1.327545,
"AUS","PPP","TOT","NATUSD","A","2002",1.33649,
"AUS","PPP","TOT","NATUSD","A","2003",1.351978,
"AUS","PPP","TOT","NATUSD","A","2004",1.36477,
"AUS","PPP","TOT","NATUSD","A","2005",1.388356,
"AUS","PPP","TOT","NATUSD","A","2006",1.402633,
"AUS","PPP","TOT","NATUSD","A","2007",1.42652,
"AUS","PPP","TOT","NATUSD","A","2008",1.479073,
"AUS","PPP","TOT","NATUSD","A","2009",1.442566,
"AUS","PPP","TOT","NATUSD","A","2010",1.503623,
"AUS","PPP","TOT","NATUSD","A","2011",1.511052,
"AUS","PPP","TOT","NATUSD","A","2012",1.540115,
"AUS","PPP","TOT","NATUSD","A","2013",1.447123,
"AUS","PPP","TOT","NATUSD","A","2014",1.452489,
"AUS","PPP","TOT","NATUSD","A","2015",1.473691,
"AUS","PPP","TOT","NATUSD","A","2016",1.450156,
"AUS","PPP","TOT","NATUSD","A","2017",1.477553,
"AUS","PPP","TOT","NATUSD","A","2018",1.470403,
"AUS","PPP","TOT","NATUSD","A","2019",1.479883,
"AUS","PPP","TOT","NATUSD","A","2020",1.45394,
"AUS","PPP","TOT","NATUSD","A","2021",1.447522,
"AUT","PPP","TOT","NATUSD","A","1960",0.96508,
"AUT","PPP","TOT","NATUSD","A","1961",1.006974,
"AUT","PPP","TOT","NATUSD","A","1962",1.02202,
"AUT","PPP","TOT","NATUSD","A","1963",1.043092,
"AUT","PPP","TOT","NATUSD","A","1964",1.058072,
"AUT","PPP","TOT","NATUSD","A","1965",1.087932,
"AUT","PPP","TOT","NATUSD","A","1966",1.084075,
"AUT","PPP","TOT","NATUSD","A","1967",1.088047,
"AUT","PPP","TOT","NATUSD","A","1968",1.067039,
"AUT","PPP","TOT","NATUSD","A","1969",1.042291,
"AUT","PPP","TOT","NATUSD","A","1970",1.015824,
"AUT","PPP","TOT","NATUSD","A","1971",1.026817,
"AUT","PPP","TOT","NATUSD","A","1972",1.059074,
"AUT","PPP","TOT","NATUSD","A","1973",1.084867,
"AUT","PPP","TOT","NATUSD","A","1974",1.08986,
"AUT","PPP","TOT","NATUSD","A","1975",1.061868,
"AUT","PPP","TOT","NATUSD","A","1976",1.063106,
"AUT","PPP","TOT","NATUSD","A","1977",1.05295,
"AUT","PPP","TOT","NATUSD","A","1978",1.042711,
"AUT","PPP","TOT","NATUSD","A","1979",1.002443,
"AUT","PPP","TOT","NATUSD","A","1980",0.970702,
"AUT","PPP","TOT","NATUSD","A","1981",0.946355,
"AUT","PPP","TOT","NATUSD","A","1982",0.93902,
"AUT","PPP","TOT","NATUSD","A","1983",0.935008,
"AUT","PPP","TOT","NATUSD","A","1984",0.947119,
"AUT","PPP","TOT","NATUSD","A","1985",0.945288,
"AUT","PPP","TOT","NATUSD","A","1986",0.953972,
"AUT","PPP","TOT","NATUSD","A","1987",0.953638,
"AUT","PPP","TOT","NATUSD","A","1988",0.93521,
"AUT","PPP","TOT","NATUSD","A","1989",0.92661,
"AUT","PPP","TOT","NATUSD","A","1990",0.919968,
"AUT","PPP","TOT","NATUSD","A","1991",0.922283,
"AUT","PPP","TOT","NATUSD","A","1992",0.933105,
"AUT","PPP","TOT","NATUSD","A","1993",0.93663,
"AUT","PPP","TOT","NATUSD","A","1994",0.940202,
"AUT","PPP","TOT","NATUSD","A","1995",0.937596,
"AUT","PPP","TOT","NATUSD","A","1996",0.933796,
"AUT","PPP","TOT","NATUSD","A","1997",0.931485,
"AUT","PPP","TOT","NATUSD","A","1998",0.922721,
"AUT","PPP","TOT","NATUSD","A","1999",0.923906,
"AUT","PPP","TOT","NATUSD","A","2000",0.907496,
"AUT","PPP","TOT","NATUSD","A","2001",0.923023,
"AUT","PPP","TOT","NATUSD","A","2002",0.899797,
"AUT","PPP","TOT","NATUSD","A","2003",0.888129,
"AUT","PPP","TOT","NATUSD","A","2004",0.878074,
"AUT","PPP","TOT","NATUSD","A","2005",0.881939,
"AUT","PPP","TOT","NATUSD","A","2006",0.86015,
"AUT","PPP","TOT","NATUSD","A","2007",0.868082,
"AUT","PPP","TOT","NATUSD","A","2008",0.854424,
"AUT","PPP","TOT","NATUSD","A","2009",0.843686,
"AUT","PPP","TOT","NATUSD","A","2010",0.842202,
"AUT","PPP","TOT","NATUSD","A","2011",0.831374,
"AUT","PPP","TOT","NATUSD","A","2012",0.813648,
"AUT","PPP","TOT","NATUSD","A","2013",0.797081,
"AUT","PPP","TOT","NATUSD","A","2014",0.798797,
"AUT","PPP","TOT","NATUSD","A","2015",0.798813,
"AUT","PPP","TOT","NATUSD","A","2016",0.776931,
"AUT","PPP","TOT","NATUSD","A","2017",0.775009,
"AUT","PPP","TOT","NATUSD","A","2018",0.765403,
"AUT","PPP","TOT","NATUSD","A","2019",0.749141,
"AUT","PPP","TOT","NATUSD","A","2020",0.746383,
"AUT","PPP","TOT","NATUSD","A","2021",0.7565,
"BEL","PPP","TOT","NATUSD","A","1960",0.861825,
"BEL","PPP","TOT","NATUSD","A","1961",0.863464,
"BEL","PPP","TOT","NATUSD","A","1962",0.857953,
"BEL","PPP","TOT","NATUSD","A","1963",0.871225,
"BEL","PPP","TOT","NATUSD","A","1964",0.895709,
"BEL","PPP","TOT","NATUSD","A","1965",0.9168,
"BEL","PPP","TOT","NATUSD","A","1966",0.922523,
"BEL","PPP","TOT","NATUSD","A","1967",0.925407,
"BEL","PPP","TOT","NATUSD","A","1968",0.905811,
"BEL","PPP","TOT","NATUSD","A","1969",0.89597,
"BEL","PPP","TOT","NATUSD","A","1970",0.887195,
"BEL","PPP","TOT","NATUSD","A","1971",0.891632,
"BEL","PPP","TOT","NATUSD","A","1972",0.909029,
"BEL","PPP","TOT","NATUSD","A","1973",0.922715,
"BEL","PPP","TOT","NATUSD","A","1974",0.95288,
"BEL","PPP","TOT","NATUSD","A","1975",0.978137,
"BEL","PPP","TOT","NATUSD","A","1976",0.997345,
"BEL","PPP","TOT","NATUSD","A","1977",1.009221,
"BEL","PPP","TOT","NATUSD","A","1978",0.984606,
"BEL","PPP","TOT","NATUSD","A","1979",0.950136,
"BEL","PPP","TOT","NATUSD","A","1980",0.907072,
"BEL","PPP","TOT","NATUSD","A","1981",0.871249,
"BEL","PPP","TOT","NATUSD","A","1982",0.882673,
"BEL","PPP","TOT","NATUSD","A","1983",0.897079,
"BEL","PPP","TOT","NATUSD","A","1984",0.912933,
"BEL","PPP","TOT","NATUSD","A","1985",0.9259,
"BEL","PPP","TOT","NATUSD","A","1986",0.933006,
"BEL","PPP","TOT","NATUSD","A","1987",0.925825,
"BEL","PPP","TOT","NATUSD","A","1988",0.913676,
"BEL","PPP","TOT","NATUSD","A","1989",0.921388,
"BEL","PPP","TOT","NATUSD","A","1990",0.91312,
"BEL","PPP","TOT","NATUSD","A","1991",0.908658,
"BEL","PPP","TOT","NATUSD","A","1992",0.918836,
"BEL","PPP","TOT","NATUSD","A","1993",0.933403,
"BEL","PPP","TOT","NATUSD","A","1994",0.933027,
"BEL","PPP","TOT","NATUSD","A","1995",0.92502,
"BEL","PPP","TOT","NATUSD","A","1996",0.92759,
"BEL","PPP","TOT","NATUSD","A","1997",0.927461,
"BEL","PPP","TOT","NATUSD","A","1998",0.935556,
"BEL","PPP","TOT","NATUSD","A","1999",0.931348,
"BEL","PPP","TOT","NATUSD","A","2000",0.899991,
"BEL","PPP","TOT","NATUSD","A","2001",0.892489,
"BEL","PPP","TOT","NATUSD","A","2002",0.8733,
"BEL","PPP","TOT","NATUSD","A","2003",0.876075,
"BEL","PPP","TOT","NATUSD","A","2004",0.888321,
"BEL","PPP","TOT","NATUSD","A","2005",0.891788,
"BEL","PPP","TOT","NATUSD","A","2006",0.874396,
"BEL","PPP","TOT","NATUSD","A","2007",0.878876,
"BEL","PPP","TOT","NATUSD","A","2008",0.86694,
"BEL","PPP","TOT","NATUSD","A","2009",0.850064,
"BEL","PPP","TOT","NATUSD","A","2010",0.836584,
"BEL","PPP","TOT","NATUSD","A","2011",0.831911,
"BEL","PPP","TOT","NATUSD","A","2012",0.822137,
"BEL","PPP","TOT","NATUSD","A","2013",0.806166,
"BEL","PPP","TOT","NATUSD","A","2014",0.800214,
"BEL","PPP","TOT","NATUSD","A","2015",0.799998,
"BEL","PPP","TOT","NATUSD","A","2016",0.781011,
"BEL","PPP","TOT","NATUSD","A","2017",0.775634,
"BEL","PPP","TOT","NATUSD","A","2018",0.766407,
"BEL","PPP","TOT","NATUSD","A","2019",0.746605,
"BEL","PPP","TOT","NATUSD","A","2020",0.730348,
"BEL","PPP","TOT","NATUSD","A","2021",0.736872,
"CAN","PPP","TOT","NATUSD","A","1960",0.953324,
"CAN","PPP","TOT","NATUSD","A","1961",0.94867,
"CAN","PPP","TOT","NATUSD","A","1962",0.941626,
"CAN","PPP","TOT","NATUSD","A","1963",0.948107,
"CAN","PPP","TOT","NATUSD","A","1964",0.957314,
"CAN","PPP","TOT","NATUSD","A","1965",0.963874,
"CAN","PPP","TOT","NATUSD","A","1966",0.977764,
"CAN","PPP","TOT","NATUSD","A","1967",0.992304,
"CAN","PPP","TOT","NATUSD","A","1968",0.980698,
"CAN","PPP","TOT","NATUSD","A","1969",0.97448,
"CAN","PPP","TOT","NATUSD","A","1970",0.938434,
"CAN","PPP","TOT","NATUSD","A","1971",0.937113,
"CAN","PPP","TOT","NATUSD","A","1972",0.95057,
"CAN","PPP","TOT","NATUSD","A","1973",0.989004,
"CAN","PPP","TOT","NATUSD","A","1974",1.04432,
"CAN","PPP","TOT","NATUSD","A","1975",1.05878,
"CAN","PPP","TOT","NATUSD","A","1976",1.097187,
"CAN","PPP","TOT","NATUSD","A","1977",1.102433,
"CAN","PPP","TOT","NATUSD","A","1978",1.099658,
"CAN","PPP","TOT","NATUSD","A","1979",1.11694,
"CAN","PPP","TOT","NATUSD","A","1980",1.125191,
"CAN","PPP","TOT","NATUSD","A","1981",1.134059,
"CAN","PPP","TOT","NATUSD","A","1982",1.162604,
"CAN","PPP","TOT","NATUSD","A","1983",1.183495,
"CAN","PPP","TOT","NATUSD","A","1984",1.182673,
"CAN","PPP","TOT","NATUSD","A","1985",1.184693,
"CAN","PPP","TOT","NATUSD","A","1986",1.197407,
"CAN","PPP","TOT","NATUSD","A","1987",1.224491,
"CAN","PPP","TOT","NATUSD","A","1988",1.236476,
"CAN","PPP","TOT","NATUSD","A","1989",1.245778,
"CAN","PPP","TOT","NATUSD","A","1990",1.241556,
"CAN","PPP","TOT","NATUSD","A","1991",1.23759,
"CAN","PPP","TOT","NATUSD","A","1992",1.227694,
"CAN","PPP","TOT","NATUSD","A","1993",1.214689,
"CAN","PPP","TOT","NATUSD","A","1994",1.206599,
"CAN","PPP","TOT","NATUSD","A","1995",1.208429,
"CAN","PPP","TOT","NATUSD","A","1996",1.20741,
"CAN","PPP","TOT","NATUSD","A","1997",1.200565,
"CAN","PPP","TOT","NATUSD","A","1998",1.185044,
"CAN","PPP","TOT","NATUSD","A","1999",1.19081,
"CAN","PPP","TOT","NATUSD","A","2000",1.227599,
"CAN","PPP","TOT","NATUSD","A","2001",1.220464,
"CAN","PPP","TOT","NATUSD","A","2002",1.229333,
"CAN","PPP","TOT","NATUSD","A","2003",1.225714,
"CAN","PPP","TOT","NATUSD","A","2004",1.232662,
"CAN","PPP","TOT","NATUSD","A","2005",1.213644,
"CAN","PPP","TOT","NATUSD","A","2006",1.205365,
"CAN","PPP","TOT","NATUSD","A","2007",1.212099,
"CAN","PPP","TOT","NATUSD","A","2008",1.23439,
"CAN","PPP","TOT","NATUSD","A","2009",1.202244,
"CAN","PPP","TOT","NATUSD","A","2010",1.22182,
"CAN","PPP","TOT","NATUSD","A","2011",1.239904,
"CAN","PPP","TOT","NATUSD","A","2012",1.244607,
"CAN","PPP","TOT","NATUSD","A","2013",1.224,
"CAN","PPP","TOT","NATUSD","A","2014",1.230358,
"CAN","PPP","TOT","NATUSD","A","2015",1.248042,
"CAN","PPP","TOT","NATUSD","A","2016",1.207045,
"CAN","PPP","TOT","NATUSD","A","2017",1.212304,
"CAN","PPP","TOT","NATUSD","A","2018",1.206524,
"CAN","PPP","TOT","NATUSD","A","2019",1.23472,
"CAN","PPP","TOT","NATUSD","A","2020",1.230037,
"CAN","PPP","TOT","NATUSD","A","2021",1.23634,
"CZE","PPP","TOT","NATUSD","A","1990",5.560637,
"CZE","PPP","TOT","NATUSD","A","1991",7.325435,
"CZE","PPP","TOT","NATUSD","A","1992",8.047268,
"CZE","PPP","TOT","NATUSD","A","1993",9.512426,
"CZE","PPP","TOT","NATUSD","A","1994",10.463017,
"CZE","PPP","TOT","NATUSD","A","1995",11.152123,
"CZE","PPP","TOT","NATUSD","A","1996",12.071773,
"CZE","PPP","TOT","NATUSD","A","1997",12.902895,
"CZE","PPP","TOT","NATUSD","A","1998",13.986497,
"CZE","PPP","TOT","NATUSD","A","1999",14.22935,
"CZE","PPP","TOT","NATUSD","A","2000",14.330458,
"CZE","PPP","TOT","NATUSD","A","2001",14.324046,
"CZE","PPP","TOT","NATUSD","A","2002",14.458321,
"CZE","PPP","TOT","NATUSD","A","2003",14.175403,
"CZE","PPP","TOT","NATUSD","A","2004",14.426053,
"CZE","PPP","TOT","NATUSD","A","2005",14.562493,
"CZE","PPP","TOT","NATUSD","A","2006",14.41665,
"CZE","PPP","TOT","NATUSD","A","2007",14.257198,
"CZE","PPP","TOT","NATUSD","A","2008",13.916713,
"CZE","PPP","TOT","NATUSD","A","2009",13.637701,
"CZE","PPP","TOT","NATUSD","A","2010",13.672201,
"CZE","PPP","TOT","NATUSD","A","2011",13.345305,
"CZE","PPP","TOT","NATUSD","A","2012",13.297699,
"CZE","PPP","TOT","NATUSD","A","2013",12.785271,
"CZE","PPP","TOT","NATUSD","A","2014",12.70321,
"CZE","PPP","TOT","NATUSD","A","2015",12.93798,
"CZE","PPP","TOT","NATUSD","A","2016",12.576343,
"CZE","PPP","TOT","NATUSD","A","2017",12.424986,
"CZE","PPP","TOT","NATUSD","A","2018",12.371528,
"CZE","PPP","TOT","NATUSD","A","2019",12.274532,
"CZE","PPP","TOT","NATUSD","A","2020",12.462259,
"CZE","PPP","TOT","NATUSD","A","2021",12.746211,
"DNK","PPP","TOT","NATUSD","A","1960",3.941534,
"DNK","PPP","TOT","NATUSD","A","1961",4.071686,
"DNK","PPP","TOT","NATUSD","A","1962",4.244655,
"DNK","PPP","TOT","NATUSD","A","1963",4.424863,
"DNK","PPP","TOT","NATUSD","A","1964",4.547297,
"DNK","PPP","TOT","NATUSD","A","1965",4.752777,
"DNK","PPP","TOT","NATUSD","A","1966",4.957231,
"DNK","PPP","TOT","NATUSD","A","1967",5.110157,
"DNK","PPP","TOT","NATUSD","A","1968",5.208318,
"DNK","PPP","TOT","NATUSD","A","1969",5.28073,
"DNK","PPP","TOT","NATUSD","A","1970",6.104288,
"DNK","PPP","TOT","NATUSD","A","1971",6.242365,
"DNK","PPP","TOT","NATUSD","A","1972",6.558209,
"DNK","PPP","TOT","NATUSD","A","1973",6.877814,
"DNK","PPP","TOT","NATUSD","A","1974",7.147109,
"DNK","PPP","TOT","NATUSD","A","1975",7.414854,
"DNK","PPP","TOT","NATUSD","A","1976",7.687311,
"DNK","PPP","TOT","NATUSD","A","1977",7.880013,
"DNK","PPP","TOT","NATUSD","A","1978",8.021433,
"DNK","PPP","TOT","NATUSD","A","1979",7.930475,
"DNK","PPP","TOT","NATUSD","A","1980",7.91429,
"DNK","PPP","TOT","NATUSD","A","1981",8.003352,
"DNK","PPP","TOT","NATUSD","A","1982",8.302316,
"DNK","PPP","TOT","NATUSD","A","1983",8.579472,
"DNK","PPP","TOT","NATUSD","A","1984",8.774209,
"DNK","PPP","TOT","NATUSD","A","1985",8.870191,
"DNK","PPP","TOT","NATUSD","A","1986",8.896422,
"DNK","PPP","TOT","NATUSD","A","1987",9.094529,
"DNK","PPP","TOT","NATUSD","A","1988",9.131175,
"DNK","PPP","TOT","NATUSD","A","1989",9.222991,
"DNK","PPP","TOT","NATUSD","A","1990",9.121564,
"DNK","PPP","TOT","NATUSD","A","1991",9.057833,
"DNK","PPP","TOT","NATUSD","A","1992",9.00266,
"DNK","PPP","TOT","NATUSD","A","1993",8.845207,
"DNK","PPP","TOT","NATUSD","A","1994",8.79585,
"DNK","PPP","TOT","NATUSD","A","1995",8.725679,
"DNK","PPP","TOT","NATUSD","A","1996",8.707298,
"DNK","PPP","TOT","NATUSD","A","1997",8.69934,
"DNK","PPP","TOT","NATUSD","A","1998",8.661291,
"DNK","PPP","TOT","NATUSD","A","1999",8.752578,
"DNK","PPP","TOT","NATUSD","A","2000",8.670111,
"DNK","PPP","TOT","NATUSD","A","2001",8.693036,
"DNK","PPP","TOT","NATUSD","A","2002",8.561606,
"DNK","PPP","TOT","NATUSD","A","2003",8.647483,
"DNK","PPP","TOT","NATUSD","A","2004",8.459782,
"DNK","PPP","TOT","NATUSD","A","2005",8.569438,
"DNK","PPP","TOT","NATUSD","A","2006",8.288315,
"DNK","PPP","TOT","NATUSD","A","2007",8.16154,
"DNK","PPP","TOT","NATUSD","A","2008",7.944128,
"DNK","PPP","TOT","NATUSD","A","2009",7.730718,
"DNK","PPP","TOT","NATUSD","A","2010",7.590946,
"DNK","PPP","TOT","NATUSD","A","2011",7.466492,
"DNK","PPP","TOT","NATUSD","A","2012",7.564136,
"DNK","PPP","TOT","NATUSD","A","2013",7.354846,
"DNK","PPP","TOT","NATUSD","A","2014",7.328674,
"DNK","PPP","TOT","NATUSD","A","2015",7.305357,
"DNK","PPP","TOT","NATUSD","A","2016",7.079856,
"DNK","PPP","TOT","NATUSD","A","2017",6.871679,
"DNK","PPP","TOT","NATUSD","A","2018",6.765997,
"DNK","PPP","TOT","NATUSD","A","2019",6.634112,
"DNK","PPP","TOT","NATUSD","A","2020",6.551739,
"DNK","PPP","TOT","NATUSD","A","2021",6.591476,
"FIN","PPP","TOT","NATUSD","A","1960",0.381996,
"FIN","PPP","TOT","NATUSD","A","1961",0.398527,
"FIN","PPP","TOT","NATUSD","A","1962",0.405087,
"FIN","PPP","TOT","NATUSD","A","1963",0.419786,
"FIN","PPP","TOT","NATUSD","A","1964",0.441983,
"FIN","PPP","TOT","NATUSD","A","1965",0.451572,
"FIN","PPP","TOT","NATUSD","A","1966",0.456959,
"FIN","PPP","TOT","NATUSD","A","1967",0.476907,
"FIN","PPP","TOT","NATUSD","A","1968",0.509659,
"FIN","PPP","TOT","NATUSD","A","1969",0.504703,
"FIN","PPP","TOT","NATUSD","A","1970",0.514821,
"FIN","PPP","TOT","NATUSD","A","1971",0.526066,
"FIN","PPP","TOT","NATUSD","A","1972",0.54584,
"FIN","PPP","TOT","NATUSD","A","1973",0.588751,
"FIN","PPP","TOT","NATUSD","A","1974",0.659362,
"FIN","PPP","TOT","NATUSD","A","1975",0.685344,
"FIN","PPP","TOT","NATUSD","A","1976",0.734851,
"FIN","PPP","TOT","NATUSD","A","1977",0.757027,
"FIN","PPP","TOT","NATUSD","A","1978",0.76,
"FIN","PPP","TOT","NATUSD","A","1979",0.76006,
"FIN","PPP","TOT","NATUSD","A","1980",0.76426,
"FIN","PPP","TOT","NATUSD","A","1981",0.779422,
"FIN","PPP","TOT","NATUSD","A","1982",0.800516,
"FIN","PPP","TOT","NATUSD","A","1983",0.833437,
"FIN","PPP","TOT","NATUSD","A","1984",0.872328,
"FIN","PPP","TOT","NATUSD","A","1985",0.889698,
"FIN","PPP","TOT","NATUSD","A","1986",0.913562,
"FIN","PPP","TOT","NATUSD","A","1987",0.92971,
"FIN","PPP","TOT","NATUSD","A","1988",0.96703,
"FIN","PPP","TOT","NATUSD","A","1989",0.991315,
"FIN","PPP","TOT","NATUSD","A","1990",1.00519,
"FIN","PPP","TOT","NATUSD","A","1991",0.987008,
"FIN","PPP","TOT","NATUSD","A","1992",0.973583,
"FIN","PPP","TOT","NATUSD","A","1993",0.967835,
"FIN","PPP","TOT","NATUSD","A","1994",0.965086,
"FIN","PPP","TOT","NATUSD","A","1995",0.984977,
"FIN","PPP","TOT","NATUSD","A","1996",0.991636,
"FIN","PPP","TOT","NATUSD","A","1997",0.989151,
"FIN","PPP","TOT","NATUSD","A","1998",0.99148,
"FIN","PPP","TOT","NATUSD","A","1999",0.992037,
"FIN","PPP","TOT","NATUSD","A","2000",0.983988,
"FIN","PPP","TOT","NATUSD","A","2001",1.002781,
"FIN","PPP","TOT","NATUSD","A","2002",0.998133,
"FIN","PPP","TOT","NATUSD","A","2003",1.001958,
"FIN","PPP","TOT","NATUSD","A","2004",0.973205,
"FIN","PPP","TOT","NATUSD","A","2005",0.979424,
"FIN","PPP","TOT","NATUSD","A","2006",0.953003,
"FIN","PPP","TOT","NATUSD","A","2007",0.934712,
"FIN","PPP","TOT","NATUSD","A","2008",0.912125,
"FIN","PPP","TOT","NATUSD","A","2009",0.896454,
"FIN","PPP","TOT","NATUSD","A","2010",0.900489,
"FIN","PPP","TOT","NATUSD","A","2011",0.898068,
"FIN","PPP","TOT","NATUSD","A","2012",0.908495,
"FIN","PPP","TOT","NATUSD","A","2013",0.905357,
"FIN","PPP","TOT","NATUSD","A","2014",0.90721,
"FIN","PPP","TOT","NATUSD","A","2015",0.907748,
"FIN","PPP","TOT","NATUSD","A","2016",0.880895,
"FIN","PPP","TOT","NATUSD","A","2017",0.863657,
"FIN","PPP","TOT","NATUSD","A","2018",0.853746,
"FIN","PPP","TOT","NATUSD","A","2019",0.838425,
"FIN","PPP","TOT","NATUSD","A","2020",0.823101,
"FIN","PPP","TOT","NATUSD","A","2021",0.826899,
"FRA","PPP","TOT","NATUSD","A","1960",0.555651,
"FRA","PPP","TOT","NATUSD","A","1961",0.568996,
"FRA","PPP","TOT","NATUSD","A","1962",0.58225,
"FRA","PPP","TOT","NATUSD","A","1963",0.610652,
"FRA","PPP","TOT","NATUSD","A","1964",0.624771,
"FRA","PPP","TOT","NATUSD","A","1965",0.624415,
"FRA","PPP","TOT","NATUSD","A","1966",0.620819,
"FRA","PPP","TOT","NATUSD","A","1967",0.622692,
"FRA","PPP","TOT","NATUSD","A","1968",0.619051,
"FRA","PPP","TOT","NATUSD","A","1969",0.62729,
"FRA","PPP","TOT","NATUSD","A","1970",0.65512,
"FRA","PPP","TOT","NATUSD","A","1971",0.660303,
"FRA","PPP","TOT","NATUSD","A","1972",0.676014,
"FRA","PPP","TOT","NATUSD","A","1973",0.691265,
"FRA","PPP","TOT","NATUSD","A","1974",0.709236,
"FRA","PPP","TOT","NATUSD","A","1975",0.738387,
"FRA","PPP","TOT","NATUSD","A","1976",0.775101,
"FRA","PPP","TOT","NATUSD","A","1977",0.793795,
"FRA","PPP","TOT","NATUSD","A","1978",0.810447,
"FRA","PPP","TOT","NATUSD","A","1979",0.825517,
"FRA","PPP","TOT","NATUSD","A","1980",0.84561,
"FRA","PPP","TOT","NATUSD","A","1981",0.862836,
"FRA","PPP","TOT","NATUSD","A","1982",0.910915,
"FRA","PPP","TOT","NATUSD","A","1983",0.961174,
"FRA","PPP","TOT","NATUSD","A","1984",0.993271,
"FRA","PPP","TOT","NATUSD","A","1985",1.015332,
"FRA","PPP","TOT","NATUSD","A","1986",1.045602,
"FRA","PPP","TOT","NATUSD","A","1987",1.045429,
"FRA","PPP","TOT","NATUSD","A","1988",1.042056,
"FRA","PPP","TOT","NATUSD","A","1989",1.035687,
"FRA","PPP","TOT","NATUSD","A","1990",1.024844,
"FRA","PPP","TOT","NATUSD","A","1991",1.01657,
"FRA","PPP","TOT","NATUSD","A","1992",1.01347,
"FRA","PPP","TOT","NATUSD","A","1993",1.006076,
"FRA","PPP","TOT","NATUSD","A","1994",0.994153,
"FRA","PPP","TOT","NATUSD","A","1995",0.984686,
"FRA","PPP","TOT","NATUSD","A","1996",0.981184,
"FRA","PPP","TOT","NATUSD","A","1997",0.969193,
"FRA","PPP","TOT","NATUSD","A","1998",0.961531,
"FRA","PPP","TOT","NATUSD","A","1999",0.952721,
"FRA","PPP","TOT","NATUSD","A","2000",0.930242,
"FRA","PPP","TOT","NATUSD","A","2001",0.911805,
"FRA","PPP","TOT","NATUSD","A","2002",0.900678,
"FRA","PPP","TOT","NATUSD","A","2003",0.929853,
"FRA","PPP","TOT","NATUSD","A","2004",0.935122,
"FRA","PPP","TOT","NATUSD","A","2005",0.916458,
"FRA","PPP","TOT","NATUSD","A","2006",0.894818,
"FRA","PPP","TOT","NATUSD","A","2007",0.888673,
"FRA","PPP","TOT","NATUSD","A","2008",0.881874,
"FRA","PPP","TOT","NATUSD","A","2009",0.86292,
"FRA","PPP","TOT","NATUSD","A","2010",0.854644,
"FRA","PPP","TOT","NATUSD","A","2011",0.841361,
"FRA","PPP","TOT","NATUSD","A","2012",0.844301,
"FRA","PPP","TOT","NATUSD","A","2013",0.811643,
"FRA","PPP","TOT","NATUSD","A","2014",0.807565,
"FRA","PPP","TOT","NATUSD","A","2015",0.808694,
"FRA","PPP","TOT","NATUSD","A","2016",0.780044,
"FRA","PPP","TOT","NATUSD","A","2017",0.770109,
"FRA","PPP","TOT","NATUSD","A","2018",0.756166,
"FRA","PPP","TOT","NATUSD","A","2019",0.716289,
"FRA","PPP","TOT","NATUSD","A","2020",0.710429,
